Launch_Id,Launch_Time,Launch_Status,Launch_Suborbital,Rocket_Name,Rocket_Organisation,Rocket_Price,Rocket_Payload_to_LEO,Location,Launch_Year,Launch_Year_Mon,USD_kg_to_LEO,X2021_Mult,USD_kg_to_LEO_CPI_Adjusted,Rocket_Price_CPI_Adjusted,Dum,Family_Id,Config_Number,Config_Status,Config_Price,Liftoff_Thrust,Payload_to_LEO,Payload_to_GTO,Stages,Strap_Ons,Rocket_Height,Fairing_Diameter,Fairing_Height,Mission_Number,Payloads,Mass
5332,2021-05-26T18:59:00Z,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2021,2021-05,21929.824561403508,1,21929.824561403508,50,1,3,5,Active,$50.0 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,1,60,15600
5341,2021-11-13T12:19:00Z,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2021,2021-11,21929.824561403508,1,21929.824561403508,50,1,3,5,Active,$50.0 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,1,53,13780
5342,2021-12-02T23:12:00Z,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2021,2021-12,21929.824561403508,1,21929.824561403508,50,1,3,5,Active,$50.0 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,1,48,NA
5342,2021-12-02T23:12:00Z,Success,Orbital,Falcon 9 Block 5,SpaceX,50,22800,"SLC-40, Cape Canaveral SFS, Florida, USA",2021,2021-12,21929.824561403508,1,21929.824561403508,50,1,3,5,Active,$50.0 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,2,2,112
5347,2011-10-30T10:11:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2011,2011-10,29154.518950437316,1.2046377017769263,35120.63270486666,24.09275403553853,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7282
5348,2011-08-24T13:00:00Z,Failure,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2011,2011-08,29154.518950437316,1.2046377017769263,35120.63270486666,24.09275403553853,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5349,2011-06-21T14:38:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2011,2011-06,29154.518950437316,1.2046377017769263,35120.63270486666,24.09275403553853,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7285
5350,2011-04-27T13:05:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2011,2011-04,29154.518950437316,1.2046377017769263,35120.63270486666,24.09275403553853,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7286
5351,2011-01-28T01:31:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2011,2011-01,29154.518950437316,1.2046377017769263,35120.63270486666,24.09275403553853,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7284
5352,2010-10-27T15:11:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2010,2010-10,29154.518950437316,1.2426624353377114,36229.22552004989,24.85324870675423,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5353,2010-09-10T10:22:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2010,2010-09,29154.518950437316,1.2426624353377114,36229.22552004989,24.85324870675423,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5354,2010-06-30T15:35:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2010,2010-06,29154.518950437316,1.2426624353377114,36229.22552004989,24.85324870675423,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5355,2010-02-03T03:45:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2010,2010-02,29154.518950437316,1.2426624353377114,36229.22552004989,24.85324870675423,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5356,2009-11-10T14:22:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2009,2009-11,29154.518950437316,1.263045535268975,36823.48499326457,25.260910705379494,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7105
5358,2009-07-24T10:56:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2009,2009-07,29154.518950437316,1.263045535268975,36823.48499326457,25.260910705379494,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5357,2009-10-15T01:14:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2009,2009-10,29154.518950437316,1.263045535268975,36823.48499326457,25.260910705379494,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7197
5359,2009-05-07T18:37:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2009,2009-05,29154.518950437316,1.263045535268975,36823.48499326457,25.260910705379494,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7119
5360,2009-02-10T05:49:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2009,2009-02,29154.518950437316,1.263045535268975,36823.48499326457,25.260910705379494,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5361,2008-11-26T12:38:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2008,2008-11,29154.518950437316,1.2585519012740187,36692.475255802296,25.171038025480375,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7288
5362,2008-09-10T19:50:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2008,2008-09,29154.518950437316,1.2585519012740187,36692.475255802296,25.171038025480375,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7270
5363,2008-05-14T20:22:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2008,2008-05,29154.518950437316,1.2585519012740187,36692.475255802296,25.171038025480375,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7056
5364,2008-02-05T13:02:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2008,2008-02,29154.518950437316,1.2585519012740187,36692.475255802296,25.171038025480375,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7270
5365,2007-12-23T07:12:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2007,2007-12,29154.518950437316,1.3068746322500988,38101.301231781305,26.137492645001977,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7270
5366,2007-08-02T17:33:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2007,2007-08,29154.518950437316,1.3068746322500988,38101.301231781305,26.137492645001977,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7270
5367,2007-05-12T03:25:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2007,2007-05,29154.518950437316,1.3068746322500988,38101.301231781305,26.137492645001977,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7264
5368,2007-01-18T02:12:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2007,2007-01,29154.518950437316,1.3068746322500988,38101.301231781305,26.137492645001977,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5369,2006-10-23T13:40:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2006,2006-10,29154.518950437316,1.3440972222222225,39186.507936507944,26.88194444444445,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5370,2006-06-24T15:08:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2006,2006-06,29154.518950437316,1.3440972222222225,39186.507936507944,26.88194444444445,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7320
5371,2006-04-24T16:03:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2006,2006-04,29154.518950437316,1.3440972222222225,39186.507936507944,26.88194444444445,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7320
5372,2005-12-21T18:38:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2005,2005-12,29154.518950437316,1.3874551971326166,40450.58883768561,27.749103942652333,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5373,2005-09-08T13:07:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2005,2005-09,29154.518950437316,1.3874551971326166,40450.58883768561,27.749103942652333,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5374,2005-06-16T23:09:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2005,2005-06,29154.518950437316,1.3874551971326166,40450.58883768561,27.749103942652333,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7270
5375,2005-02-28T19:09:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2005,2005-02,29154.518950437316,1.3874551971326166,40450.58883768561,27.749103942652333,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7270
5376,2004-12-23T22:19:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2004,2004-12,29154.518950437316,1.4344626786659609,41821.06934886183,28.689253573319217,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7265
5377,2004-08-11T05:03:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2004,2004-08,29154.518950437316,1.4344626786659609,41821.06934886183,28.689253573319217,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7264
5378,2012-01-25T23:06:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2012,2012-01,29154.518950437316,1.1802137686524912,34408.564683746095,23.604275373049823,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7290
5379,2012-04-20T12:50:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2012,2012-04,29154.518950437316,1.1802137686524912,34408.564683746095,23.604275373049823,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7287
5380,2012-08-01T19:35:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2012,2012-08,29154.518950437316,1.1802137686524912,34408.564683746095,23.604275373049823,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7287
5381,2012-10-31T07:41:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2012,2012-10,29154.518950437316,1.1802137686524912,34408.564683746095,23.604275373049823,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7285
5382,2013-02-11T14:41:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2013,2013-02,29154.518950437316,1.16317603677932,33911.83780697726,23.2635207355864,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7283
5383,2013-04-24T10:12:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2013,2013-04,29154.518950437316,1.16317603677932,33911.83780697726,23.2635207355864,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7285
5384,2013-07-27T20:45:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2013,2013-07,29154.518950437316,1.16317603677932,33911.83780697726,23.2635207355864,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7283
5385,2013-11-25T20:53:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2013,2013-11,29154.518950437316,1.16317603677932,33911.83780697726,23.2635207355864,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7284
5386,2014-02-05T16:23:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2014,2014-02,29154.518950437316,1.144608340091917,33370.505542038394,22.89216680183834,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7284
5387,2014-04-09T15:26:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2014,2014-04,29154.518950437316,1.144608340091917,33370.505542038394,22.89216680183834,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7280
5388,2014-07-23T21:44:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2014,2014-07,29154.518950437316,1.144608340091917,33370.505542038394,22.89216680183834,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7280
5389,2014-10-29T07:09:00Z,Success,Orbital,Soyuz 2.1a,Roscosmos,17.42,7500,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2014,2014-10,23226.666666666668,1.144608340091917,26585.43637920159,19.939077284401193,1,141,1,Active,$17.42 million,"4,550 kN","7,500 kg",0 kg,3,4,51.38 m,4.11 m,15.59 m,1,1,7290
5390,2015-02-17T11:00:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2015,2015-02,29154.518950437316,1.143251327963817,33330.94250623373,22.86502655927634,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7289
5392,2015-07-03T04:55:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2015,2015-07,29154.518950437316,1.143251327963817,33330.94250623373,22.86502655927634,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7282
5391,2015-04-28T07:09:00Z,Failure,Orbital,Soyuz 2.1a,Roscosmos,17.42,7500,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2015,2015-04,23226.666666666668,1.143251327963817,26553.91751083959,19.915438133129697,1,141,1,Active,$17.42 million,"4,550 kN","7,500 kg",0 kg,3,4,51.38 m,4.11 m,15.59 m,1,1,7289
5394,2015-12-21T08:44:00Z,Success,Orbital,Soyuz 2.1a,Roscosmos,17.42,7500,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2015,2015-12,23226.666666666668,1.143251327963817,26553.91751083959,19.915438133129697,1,141,1,Active,$17.42 million,"4,550 kN","7,500 kg",0 kg,3,4,51.38 m,4.11 m,15.59 m,1,1,7284
5393,2015-10-01T16:49:00Z,Success,Orbital,Soyuz U,Roscosmos,20,6860,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2015,2015-10,29154.518950437316,1.143251327963817,33330.94250623373,22.86502655927634,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,7283
5395,2011-04-09T20:47:00Z,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-3, Xichang Satellite Launch Center, China",2011,2011-04,82000,1.2046377017769263,98780.29154570797,83.96324781385177,1,115,2,Active,$69.7 million,"2,962 kN","8,500 kg","2,600 kg",3,0,52.52 m,3.35 m,8.89 m,1,1,4200
5396,2011-06-20T16:13:00Z,Success,Orbital,Long March 3B/E,CASC,29.15,11500,"LC-2, Xichang Satellite Launch Center, China",2011,2011-06,25347.826086956524,1.2046377017769263,30534.946962432525,35.1151890067974,1,115,4,Active,$29.15 million,"5,986 kN","11,500 kg","5,550 kg",3,4,56.3 m,4.2 m,9.56 m,1,1,5000
5397,2011-07-06T04:28:00Z,Success,Orbital,Long March 2C,CASC,30.8,2500,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2011,2011-07,123200,1.2046377017769263,148411.36485891734,37.10284121472933,1,111,1,Active,$30.8 million,"2,962 kN","2,500 kg","1,000 kg",2,0,34.65 m,3.35 m,5.84 m,1,1,NA
5398,2011-07-11T15:41:00Z,Success,Orbital,Long March 3C,CASC,20.14,8000,"LC-2, Xichang Satellite Launch Center, China",2011,2011-07,25175.000000000004,1.2046377017769263,30326.754142234124,24.261403313787294,1,115,6,Retired,$20.14 million,"5,923 kN","8,000 kg","3,800 kg",3,2,54.84 m,4.2 m,9.78 m,1,1,2450
5399,2011-07-26T21:44:00Z,Success,Orbital,Long March 3A,CASC,69.7,8500,"LC-3, Xichang Satellite Launch Center, China",2011,2011-07,82000,1.2046377017769263,98780.29154570797,83.96324781385177,1,115,2,Active,$69.7 million,"2,962 kN","8,500 kg","2,600 kg",3,0,52.52 m,3.35 m,8.89 m,1,1,4200
5400,2011-07-29T07:42:00Z,Success,Orbital,Long March 2C,CASC,30.8,2500,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2011,2011-07,123200,1.2046377017769263,148411.36485891734,37.10284121472933,1,111,1,Active,$30.8 million,"2,962 kN","2,500 kg","1,000 kg",2,0,34.65 m,3.35 m,5.84 m,1,1,NA
5401,2011-08-11T16:15:00Z,Success,Orbital,Long March 3B/E,CASC,29.15,11500,"LC-2, Xichang Satellite Launch Center, China",2011,2011-08,25347.826086956524,1.2046377017769263,30534.946962432525,35.1151890067974,1,115,4,Active,$29.15 million,"5,986 kN","11,500 kg","5,550 kg",3,4,56.3 m,4.2 m,9.56 m,1,1,5115
5403,2011-08-18T09:28:00Z,Failure,Orbital,Long March 2C,CASC,30.8,2500,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",2011,2011-08,123200,1.2046377017769263,148411.36485891734,37.10284121472933,1,111,1,Active,$30.8 million,"2,962 kN","2,500 kg","1,000 kg",2,0,34.65 m,3.35 m,5.84 m,1,1,NA
5402,2011-08-15T22:57:00Z,Success,Orbital,Long March 4B,CASC,64.68,4200,"LC-9, Taiyuan Satellite Launch Center, China",2011,2011-08,154000.00000000003,1.2046377017769263,185514.2060736467,77.9159665509316,1,120,1,Active,$64.68 million,"2,993 kN","4,200 kg","1,500 kg",3,0,46.97 m,3.8 m,11.74 m,1,1,NA
5404,1981-12-04T09:50:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1981,1981-12,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5405,1981-11-13T09:30:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1981,1981-11,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5406,2011-09-18T16:33:00Z,Success,Orbital,Long March 3B/E,CASC,29.15,11500,"LC-2, Xichang Satellite Launch Center, China",2011,2011-09,25347.826086956524,1.2046377017769263,30534.946962432525,35.1151890067974,1,115,4,Active,$29.15 million,"5,986 kN","11,500 kg","5,550 kg",3,4,56.3 m,4.2 m,9.56 m,1,1,5320
5407,1981-10-15T09:15:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1981,1981-10,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5409,1981-10-01T09:00:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1981,1981-10,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5410,1981-09-18T09:30:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 43/3, Plesetsk Cosmodrome, Russia",1981,1981-09,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5408,1981-10-09T10:40:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 41/1, Plesetsk Cosmodrome, Russia",1981,1981-10,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5411,1981-09-15T11:30:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 43/3, Plesetsk Cosmodrome, Russia",1981,1981-09,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5412,1981-09-04T08:00:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1981,1981-09,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5413,1981-08-18T09:30:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 41/1, Plesetsk Cosmodrome, Russia",1981,1981-08,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5414,1981-07-29T11:55:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 41/1, Plesetsk Cosmodrome, Russia",1981,1981-07,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5416,1981-07-07T12:30:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 43/3, Plesetsk Cosmodrome, Russia",1981,1981-07,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5415,1981-07-17T08:00:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 41/1, Plesetsk Cosmodrome, Russia",1981,1981-07,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5417,1981-07-01T09:30:00Z,Success,Orbital,Soyuz U,RVSN USSR,20,6860,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1981,1981-07,29154.518950437316,2.980968096809681,86908.6908690869,59.61936193619362,1,145,1,Retired,$20.0 million,"4,456 kN","6,860 kg",0 kg,3,4,51.32 m,3.0 m,15.59 m,1,1,6300
5419,2011-10-07T08:21:00Z,Success,Orbital,Long March 3B/E,CASC,29.15,11500,"LC-2, Xichang Satellite Launch Center, China",2011,2011-10,25347.826086956524,1.2046377017769263,30534.946962432525,35.1151890067974,1,115,4,Active,$29.15 million,"5,986 kN","11,500 kg","5,550 kg",3,4,56.3 m,4.2 m,9.56 m,1,1,5470
